1,84,7899922800804,905.007.04,7,4,COLETE LUXO 905 MARROM GG,0
1,85,7899922815860,22.001.06,1,6,TOUCA POM POM 22 BEGE UNI,0
1,86,7899922815877,22.002.06,2,6,TOUCA POM POM 22 PRETO UNI,0
1,87,7899922815884,22.007.06,7,6,TOUCA POM POM 22 MARROM UNI,0
1,88,7899922815891,22.001.00,1,0,TOUCA POM POM 22 BEGE,0
1,89,7899922815907,22.002.00,2,0,TOUCA POM POM 22 PRETO,0
1,90,7899922815914,22.007.00,7,0,TOUCA POM POM 22 MARROM,0
1,93,7899922815945,22.035.00,35,0,TOUCA POM POM 22 PAVAO,0
1,94,7899922815952,22.035.00,35,0,TOUCA POM POM 22 PAVAO,0
1,95,7899922815969,22.050.00,50,0,TOUCA POM POM 22 HELENA,0
1,104,7899922816058,22.061.00,61,0,TOUCA POM POM 22 DEGRADE MARROM,0
1,105,7899922821311,23,0,0,COLETE TEAR COELHO,999
1,106,7899922816065,23.002.01,2,1,COLETE TEAR COELHO 23 PRETO P,999
1,107,7899922816072,23.002.02,2,2,COLETE TEAR COELHO 23 PRETO M,999
1,108,7899922816089,23.002.03,2,3,COLETE TEAR COELHO 23 PRETO G,999
1,109,7899922816096,23.002.04,2,4,COLETE TEAR COELHO 23 PRETO GG,999
1,110,"",24,0,0,COLETE TIE DYE COELHO,1919
1,111,7899922816102,24.010.01,10,1,COLETE TIE DYE COELHO 24 AZUL MARINHO P,1919
1,112,7899922816119,24.010.02,10,2,COLETE TIE DYE COELHO 24 AZUL MARINHO M,1919
1,113,7899922816126,24.010.03,10,3,COLETE TIE DYE COELHO 24 AZUL MARINHO G,1919
1,114,7899922816133,24.010.04,10,4,COLETE TIE DYE COELHO 24 AZUL MARINHO GG,1919
1,115,"",25,0,0,COLETE TRICOT COELHO,1169
1,116,7899922816140,25.001.01,1,1,COLETE TRICOT COELHO 25 BEGE P,1169
1,117,7899922816157,25.001.02,1,2,COLETE TRICOT COELHO 25 BEGE M,1169
1,118,7899922816164,25.001.03,1,3,COLETE TRICOT COELHO 25 BEGE G,1169
1,119,7899922816171,25.001.04,1,4,COLETE TRICOT COELHO 25 BEGE GG,1169
1,120,7899922817109,26,0,0,PONCHO COELHO,1399
1,121,7899922816188,26.039.06,39,6,PONCHO COELHO 26 BORDO UNI,1399
1,122,7899922816195,930.045.01,45,1,COLETE LONDON LUXO 930 P,0
1,123,7899922816201,930.045.02,45,2,COLETE LONDON LUXO 930 M,0
1,124,7899922816218,930.045.03,45,3,COLETE LONDON LUXO 930 G,0
1,125,7899922816225,930.045.04,45,4,COLETE LONDON LUXO 930 GG,0
1,131,7899922825579,000131,45,3,CASACO PATCHWORK 976 G,0
1,132,7899922825609,930.030.01,30,1,COLETE LONDON LUXO 930 MOUSSE P,0
1,145,7899922825708,959.045.06,45,6,MAXI POWER TRICOT 959 UNICO,0
1,146,"",977,0,0,BOLSA NOVA,0
1,147,7899922826019,000147,0,0,"",0
1,148,HHH,HHH,0,0,TESTE MOBILE,50
1,149,013959,013959,0,0,013959 CASACO FEM,0
1,150,7899922801443,910.007.03,7,3,CASACO ANJO GOLA LUXO 910 MARROM G,0
1,151,018441,018441,0,0,018441 SAIA FEM,0
1,152,7899922801672,911,0,0,COLETE SOFT,0
1,153,025549,025549,0,0,025549 BLUSA FEM,0
1,154,7899922801696,911.001.02,1,2,COLETE SOFT 911 BEGE M,0
1,155,029222,029222,0,0,029222 BLUSA FEM,0
1,156,7899922801719,911.001.04,1,4,COLETE SOFT 911 BEGE GG,0
1,157,033730,033730,0,0,033730 CALCA FEM,0
1,158,7899922801733,911.005.02,5,2,COLETE SOFT 911 BRANCO M,0
1,159,033877,033877,0,0,033877 CALCA_JEANS_BOYFRIEND FEM,0
1,160,7899922801757,911.005.04,5,4,COLETE SOFT 911 BRANCO GG,0
1,161,000416,000416,0,0,000416 TENIS,0
1,162,7899922801771,912.045.01,45,1,COLETE ANJO GOLA LUXO 912 P,0
1,163,014445,014445,0,0,014445 LEGGING FEM,0
1,164,7899922801795,912.045.03,45,3,COLETE ANJO GOLA LUXO 912 G,0
1,165,025608,025608,0,0,025608 BLUSA FEM,0
1,166,7899922801818,912.002.01,2,1,COLETE ANJO GOLA LUXO 912 PRETO P,0
1,167,026110,026110,0,0,026110 BLUSA FEM,0
1,168,7899922801832,912.002.03,2,3,COLETE ANJO GOLA LUXO 912 PRETO G,0
1,169,7899922801849,912.002.04,2,4,COLETE ANJO GOLA LUXO 912 PRETO GG,0
1,170,7899922801856,912.007.01,7,1,COLETE ANJO GOLA LUXO 912 MARROM P,0
1,171,7899922801863,912.007.02,7,2,COLETE ANJO GOLA LUXO 912 MARROM M,0
1,172,7899922801870,912.007.03,7,3,COLETE ANJO GOLA LUXO 912 MARROM G,0
1,173,7899922801887,912.007.04,7,4,COLETE ANJO GOLA LUXO 912 MARROM GG,0
1,174,7899922801894,913,0,0,CASACO 7/8 GOLA LUXO,0
1,175,7899922801900,913.045.01,45,1,CASACO 7/8 GOLA LUXO 913 P,0
1,176,7899922801917,913.045.02,45,2,CASACO 7/8 GOLA LUXO 913 M,0
1,177,7899922801924,913.045.03,45,3,CASACO 7/8 GOLA LUXO 913 G,0
1,178,7899922801931,913.045.04,45,4,CASACO 7/8 GOLA LUXO 913 GG,0
1,179,7899922801948,913.002.01,2,1,CASACO 7/8 GOLA LUXO 913 PRETO P,0
1,180,7899922801955,913.002.02,2,2,CASACO 7/8 GOLA LUXO 913 PRETO M,0
1,181,7899922801962,913.002.03,2,3,CASACO 7/8 GOLA LUXO 913 PRETO G,0
1,182,7899922801979,913.002.04,2,4,CASACO 7/8 GOLA LUXO 913 PRETO GG,0
1,183,7899922801986,913.007.01,7,1,CASACO 7/8 GOLA LUXO 913 MARROM P,0
1,184,7899922801993,913.007.02,7,2,CASACO 7/8 GOLA LUXO 913 MARROM M,0
1,185,7899922802006,913.007.03,7,3,CASACO 7/8 GOLA LUXO 913 MARROM G,0
1,186,7899922802013,913.007.04,7,4,CASACO 7/8 GOLA LUXO 913 MARROM GG,0
1,187,7899922802020,914,0,0,CASACO ANJO TRADICIONAL,0
1,188,7899922802037,914.045.01,45,1,CASACO ANJO TRADICIONAL 914 P,0
1,189,7899922802044,914.045.02,45,2,CASACO ANJO TRADICIONAL 914 M,0
1,190,7899922802051,914.045.03,45,3,CASACO ANJO TRADICIONAL 914 G,0
1,191,7899922802068,914.045.04,45,4,CASACO ANJO TRADICIONAL 914 GG,0
1,192,7899922802075,914.002.01,2,1,CASACO ANJO TRADICIONAL 914 PRETO P,0
1,193,7899922802082,914.002.02,2,2,CASACO ANJO TRADICIONAL 914 PRETO M,0
1,194,7899922802099,914.002.03,2,3,CASACO ANJO TRADICIONAL 914 PRETO G,0
1,195,7899922802105,914.002.04,2,4,CASACO ANJO TRADICIONAL 914 PRETO GG,0
1,196,7899922802112,914.006.01,6,1,CASACO ANJO TRADICIONAL 914 CINZA P,0
1,197,7899922802129,914.006.02,6,2,CASACO ANJO TRADICIONAL 914 CINZA M,0
1,198,7899922802136,914.006.03,6,3,CASACO ANJO TRADICIONAL 914 CINZA G,0
1,199,7899922802143,914.006.04,6,4,CASACO ANJO TRADICIONAL 914 CINZA GG,0
1,200,7899922802150,914.007.01,7,1,CASACO ANJO TRADICIONAL 914 MARROM P,0
1,201,7899922802167,914.007.02,7,2,CASACO ANJO TRADICIONAL 914 MARROM M,0
1,202,7899922802174,914.007.03,7,3,CASACO ANJO TRADICIONAL 914 MARROM G,0
1,203,7899922802181,914.007.04,7,4,CASACO ANJO TRADICIONAL 914 MARROM GG,0
1,204,7899922802198,915,0,0,COLETE PELE FINA,0
1,205,7899922802204,916,0,0,COLETE LONDON,0
1,206,7899922802211,916.001.01,1,1,COLETE LONDON 916 BEGE P,0
1,207,7899922802228,916.001.02,1,2,COLETE LONDON 916 BEGE M,0
1,208,7899922802235,916.001.03,1,3,COLETE LONDON 916 BEGE G,0
1,209,7899922802242,916.001.04,1,4,COLETE LONDON 916 BEGE GG,0
1,210,7899922802259,916.002.01,2,1,COLETE LONDON 916 PRETO P,0
1,211,7899922802266,916.002.02,2,2,COLETE LONDON 916 PRETO M,0
1,212,7899922802273,916.002.03,2,3,COLETE LONDON 916 PRETO G,0
1,213,7899922802280,916.002.04,2,4,COLETE LONDON 916 PRETO GG,0
1,214,7899922802297,916.029.01,29,1,COLETE LONDON 916 MALTE P,0
1,215,7899922802303,916.029.02,29,2,COLETE LONDON 916 MALTE M,0
1,216,7899922802310,916.029.03,29,3,COLETE LONDON 916 MALTE G,0
1,217,7899922802327,916.029.04,29,4,COLETE LONDON 916 MALTE GG,0
1,218,7899922802334,916.030.01,30,1,COLETE LONDON 916 MOUSSE P,0
1,219,7899922802341,916.030.02,30,2,COLETE LONDON 916 MOUSSE M,0
1,220,7899922802358,916.030.03,30,3,COLETE LONDON 916 MOUSSE G,0
1,221,7899922802365,916.030.04,30,4,COLETE LONDON 916 MOUSSE GG,0
1,222,7899922802372,917,0,0,GOLA ELEGANCE,0
1,223,7899922802389,917.045.06,45,6,GOLA ELEGANCE 917 UNICO,0
1,224,7899922802396,917.002.06,2,6,GOLA ELEGANCE 917 PRETO UNI,0
1,225,7899922802402,917.005.06,5,6,GOLA ELEGANCE 917 BRANCO UNI,0
1,226,7899922802419,917.006.06,6,6,GOLA ELEGANCE 917 CINZA UNI,0
1,227,7899922802426,917.007.06,7,6,GOLA ELEGANCE 917 MARROM UNI,0
1,228,7899922802433,917.012.06,12,6,GOLA ELEGANCE 917 ONCA MARROM UNI,0
1,229,7899922802440,917.017.06,17,6,GOLA ELEGANCE 917 CINZA MESCLA UNI,0
1,230,7899922802457,917.018.06,18,6,GOLA ELEGANCE 917 AREIA UNI,0
1,231,7899922805472,917.024.06,24,6,GOLA ELEGANCE 917 ZEBRA UNI,0
1,232,7899922805489,917.025.06,25,6,GOLA ELEGANCE 917 ONCA UNI,0
1,233,7899922805496,917.026.06,26,6,GOLA ELEGANCE 917 TIGRE UNI,0
1,234,7899922802495,918,0,0,POLAINA MINK,0
1,235,7899922802501,918.002.06,2,6,POLAINA MINK 918 PRETO UNI,0
1,236,7899922802518,918.007.06,7,6,POLAINA MINK 918 MARROM UNI,0
1,237,7899922802525,919,0,0,COLETE LUXO SEM BARRA,0
1,238,7899922802532,919.001.01,1,1,COLETE LUXO SEM BARRA 919 BEGE P,0
1,239,7899922802549,919.001.02,1,2,COLETE LUXO SEM BARRA 919 BEGE M,0
1,240,7899922802556,919.001.03,1,3,COLETE LUXO SEM BARRA 919 BEGE G,0
1,241,7899922802563,919.001.04,1,4,COLETE LUXO SEM BARRA 919 BEGE GG,0
1,242,7899922802570,919.002.01,2,1,COLETE LUXO SEM BARRA 919 PRETO P,0
1,243,7899922802587,919.002.02,2,2,COLETE LUXO SEM BARRA 919 PRETO M,0
1,244,7899922802594,919.002.03,2,3,COLETE LUXO SEM BARRA 919 PRETO G,0
1,245,7899922802600,919.002.04,2,4,COLETE LUXO SEM BARRA 919 PRETO GG,0
1,246,7899922802617,919.006.01,6,1,COLETE LUXO SEM BARRA 919 CINZA P,0
1,247,7899922802624,919.006.02,6,2,COLETE LUXO SEM BARRA 919 CINZA M,0
1,248,7899922802631,919.006.03,6,3,COLETE LUXO SEM BARRA 919 CINZA G,0
1,249,7899922802648,919.006.04,6,4,COLETE LUXO SEM BARRA 919 CINZA GG,0
1,250,7899922802655,919.007.01,7,1,COLETE LUXO SEM BARRA 919 MARROM P,0
1,251,7899922802662,919.007.02,7,2,COLETE LUXO SEM BARRA 919 MARROM M,0
1,252,7899922802679,919.007.03,7,3,COLETE LUXO SEM BARRA 919 MARROM G,0
1,253,7899922802686,919.007.04,7,4,COLETE LUXO SEM BARRA 919 MARROM GG,0
1,254,7899922802693,919.017.01,17,1,COLETE LUXO SEM BARRA 919 CINZA MESCLA P,0
1,255,7899922802709,919.017.02,17,2,COLETE LUXO SEM BARRA 919 CINZA MESCLA M,0
1,256,7899922802716,919.017.03,17,3,COLETE LUXO SEM BARRA 919 CINZA MESCLA G,0
1,257,7899922802723,919.017.04,17,4,COLETE LUXO SEM BARRA 919 CINZA MESCLA GG,0
1,258,7899922802730,919.018.01,18,1,COLETE LUXO SEM BARRA 919 AREIA P,0
1,259,7899922802747,919.018.02,18,2,COLETE LUXO SEM BARRA 919 AREIA M,0
1,260,7899922802754,919.018.03,18,3,COLETE LUXO SEM BARRA 919 AREIA G,0
1,261,7899922802761,919.018.04,18,4,COLETE LUXO SEM BARRA 919 AREIA GG,0
1,262,"",641,0,0,COLETE ANJO TRADICIONAL,0
1,263,7899922802778,641.045.01,45,1,COLETE ANJO TRADICIONAL 641 P,0
1,264,7899922802785,641.045.02,45,2,COLETE ANJO TRADICIONAL 641 M,0
1,265,7899922802792,641.045.03,45,3,COLETE ANJO TRADICIONAL 641 G,0
1,266,7899922802808,641.045.04,45,4,COLETE ANJO TRADICIONAL 641 GG,0
1,267,7899922802815,641.002.01,2,1,COLETE ANJO TRADICIONAL 641 PRETO P,0
1,268,7899922802822,641.002.02,2,2,COLETE ANJO TRADICIONAL 641 PRETO M,0
1,269,7899922802839,641.002.03,2,3,COLETE ANJO TRADICIONAL 641 PRETO G,0
1,270,7899922802846,641.002.04,2,4,COLETE ANJO TRADICIONAL 641 PRETO GG,0
1,271,7899922802853,641.007.01,7,1,COLETE ANJO TRADICIONAL 641 MARROM P,0
1,272,7899922802860,641.007.02,7,2,COLETE ANJO TRADICIONAL 641 MARROM M,0
1,273,7899922802877,641.007.03,7,3,COLETE ANJO TRADICIONAL 641 MARROM G,0
1,274,7899922802884,641.007.04,7,4,COLETE ANJO TRADICIONAL 641 MARROM GG,0
1,275,"",640,0,0,ESTOLA COM BOLSO,0
1,276,7899922802891,640.045.06,45,6,ESTOLA COM BOLSO 640 UNICO,0
1,277,7899922802907,640.005.06,5,6,ESTOLA COM BOLSO 640 BRANCO UNI,0
1,315,7899922809081,100,0,7,OVELHA,0
1,334,7899922809098,100.032.07,32,7,OVELHA 100 CARA PRETA PP,0
1,335,7899922809104,100.033.07,33,7,OVELHA 100 PP,0
1,336,7899922809111,100.034.07,34,7,OVELHA 100 CARA BRANCA PP,0
1,337,7899922809128,101,0,1,OVELHA,0
1,338,7899922809135,101.032.01,32,1,OVELHA 101 CARA PRETA P,0
1,339,7899922809142,101.033.01,33,1,OVELHA 101 P,0
1,340,7899922809159,101.034.01,34,1,OVELHA 101 CARA BRANCA P,0
1,341,7899922809166,102,0,2,OVELHA,0
1,342,7899922809173,102.032.02,32,2,OVELHA 102 CARA PRETA M,0
1,343,7899922809180,102.033.02,33,2,OVELHA 102 M,0
1,344,7899922809197,102.034.02,34,2,OVELHA 102 CARA BRANCA M,0
1,345,7899922809203,103,0,0,OVELHA,0
1,346,7899922809210,103.032.03,32,3,OVELHA 103 CARA PRETA G,0
1,347,7899922809227,103.033.03,33,3,OVELHA 103 G,0
1,348,7899922809234,103.034.03,34,3,OVELHA 103 CARA BRANCA G,0
1,349,7899922809241,104,0,0,OVELHA,0
1,350,7899922809258,104.032.04,32,4,OVELHA 104 CARA PRETA GG,0
1,351,7899922809265,104.033.04,33,4,OVELHA 104 GG,0
1,352,7899922809272,104.034.04,34,4,OVELHA 104 CARA BRANCA GG,0
1,353,7899922809289,105,0,0,OVELHA,0
1,354,7899922809296,105.032.05,32,5,OVELHA 105 CARA PRETA EXG,0
1,355,7899922809302,105.033.05,33,5,OVELHA 105 EXG,0
1,356,7899922809319,105.034.05,34,5,OVELHA 105 CARA BRANCA EXG,0
1,357,7899922809326,110,0,0,OVELHA,0
1,358,7899922809333,110.032.08,32,8,OVELHA 110 CARA PRETA MIN,0
1,359,7899922809340,110.033.08,33,8,OVELHA 110 MINI,0
1,360,7899922809357,110.034.08,34,8,OVELHA 110 CARA BRANCA MIN,0
1,362,"",920,0,0,GOLA ELEGANCE 2 VOLTAS,0
1,363,7899922803805,920.045.06,45,6,GOLA ELEGANCE 2 VOLTAS 920 UNICO,0
1,364,7899922803812,920.005.06,5,6,GOLA ELEGANCE 2 VOLTAS 920 BRANCO UNI,0
1,365,7899922803829,920.015.06,15,6,GOLA ELEGANCE 2 VOLTAS 920 CARAMELO UNI,0
1,367,"",645,0,0,COLETE MINK,0
1,368,7899922803843,645.045.01,45,1,COLETE MINK 645 P,0
1,369,7899922803850,645.045.02,45,2,COLETE MINK 645 M,0
1,370,7899922803867,645.045.03,45,3,COLETE MINK 645 G,0
1,371,7899922803874,645.045.04,45,4,COLETE MINK 645 GG,0
1,372,7899922803881,645.002.01,2,1,COLETE MINK 645 PRETO P,0
1,373,7899922803898,645.002.02,2,2,COLETE MINK 645 PRETO M,0
1,374,7899922803904,645.002.03,2,3,COLETE MINK 645 PRETO G,0
1,375,7899922803911,645.002.04,2,4,COLETE MINK 645 PRETO GG,0
1,376,7899922803928,645.003.01,3,1,COLETE MINK 645 NATURAL P,0
1,377,7899922803935,645.003.02,3,2,COLETE MINK 645 NATURAL M,0
1,378,7899922803942,645.003.03,3,3,COLETE MINK 645 NATURAL G,0
1,379,7899922803959,645.003.04,3,4,COLETE MINK 645 NATURAL GG,0
1,380,7899922803966,645.005.01,5,1,COLETE MINK 645 BRANCO P,0
1,381,7899922803973,645.005.02,5,2,COLETE MINK 645 BRANCO M,0
1,382,7899922803980,645.005.03,5,3,COLETE MINK 645 BRANCO G,0
1,383,7899922803997,645.005.04,5,4,COLETE MINK 645 BRANCO GG,0
1,384,7899922804000,645.007.01,7,1,COLETE MINK 645 MARROM P,0
1,385,7899922804017,645.007.02,7,2,COLETE MINK 645 MARROM M,0
1,386,7899922804024,645.007.03,7,3,COLETE MINK 645 MARROM G,0
1,387,7899922804031,645.007.04,7,4,COLETE MINK 645 MARROM GG,0
1,389,"",633,0,0,ESTOLA TRANSPASSADA AGATA,0
1,390,7899922804055,633.045.06,45,6,ESTOLA TRANSPASSADA 633 UNICO,0
1,391,7899922804062,633.005.06,5,6,ESTOLA TRANSPASSADA AGATA 633 BRANCO UNI,0
1,392,7899922804079,633.006.06,6,6,ESTOLA TRANSPASSADA AGATA 633 CINZA UNI,0
1,393,7899922804086,900.001.01,1,1,CASACO LUXO 900 BEGE P,0
1,394,7899922804093,900.001.02,1,2,CASACO LUXO 900 BEGE M,0
1,395,7899922804109,900.001.03,1,3,CASACO LUXO 900 BEGE G,0
1,396,7899922804116,900.001.04,1,4,CASACO LUXO 900 BEGE GG,0
1,397,7899922804123,900.007.01,7,1,CASACO LUXO 900 MARROM P,0
1,398,7899922804130,900.007.02,7,2,CASACO LUXO 900 MARROM M,0
1,399,7899922804147,900.007.03,7,3,CASACO LUXO 900 MARROM G,0
1,400,7899922804154,900.007.04,7,4,CASACO LUXO 900 MARROM GG,0
1,401,7899922804161,648,0,0,CASACO COM CAPUZ NOVO,0
1,402,7899922804178,648.045.01,45,1,CASACO COM CAPUZ 648 P,0
1,403,7899922804185,648.045.02,45,2,CASACO COM CAPUZ 648 M,0
1,404,7899922804192,648.045.03,45,3,CASACO COM CAPUZ 648 G,0
1,405,7899922804208,648.045.04,45,4,CASACO COM CAPUZ 648 GG,0
1,406,7899922804215,648.002.01,2,1,CASACO COM CAPUZ NOVO 648 PRETO P,0
1,407,7899922804222,648.002.02,2,2,CASACO COM CAPUZ NOVO 648 PRETO M,0
1,408,7899922804239,648.002.03,2,3,CASACO COM CAPUZ NOVO 648 PRETO G,0
1,409,7899922804246,648.002.04,2,4,CASACO COM CAPUZ NOVO 648 PRETO GG,0
1,410,7899922804253,648.005.01,5,1,CASACO COM CAPUZ NOVO 648 BRANCO P,0
1,411,7899922804260,648.005.02,5,2,CASACO COM CAPUZ NOVO 648 BRANCO M,0
1,412,7899922804277,648.005.03,5,3,CASACO COM CAPUZ NOVO 648 BRANCO G,0
1,413,7899922804284,648.005.04,5,4,CASACO COM CAPUZ NOVO 648 BRANCO GG,0
1,414,7899922804291,648.006.01,6,1,CASACO COM CAPUZ NOVO 648 CINZA P,0
1,415,7899922804307,648.006.02,6,2,CASACO COM CAPUZ NOVO 648 CINZA M,0
1,416,7899922804314,648.006.03,6,3,CASACO COM CAPUZ NOVO 648 CINZA G,0
1,417,7899922804321,648.006.04,6,4,CASACO COM CAPUZ NOVO 648 CINZA GG,0
1,418,7899922804338,648.012.01,12,1,CASACO COM CAPUZ NOVO 648 ONCA MARROM P,0
1,419,7899922804345,648.012.02,12,2,CASACO COM CAPUZ NOVO 648 ONCA MARROM M,0
1,420,7899922804352,648.012.03,12,3,CASACO COM CAPUZ NOVO 648 ONCA MARROM G,0
1,421,7899922804369,648.012.04,12,4,CASACO COM CAPUZ NOVO 648 ONCA MARROM GG,0
1,422,7899922804376,648.017.01,17,1,CASACO COM CAPUZ NOVO 648 CINZA MESCLA P,0
1,423,7899922804383,648.017.02,17,2,CASACO COM CAPUZ NOVO 648 CINZA MESCLA M,0
1,424,7899922804390,648.017.03,17,3,CASACO COM CAPUZ NOVO 648 CINZA MESCLA G,0
1,425,7899922804406,648.017.04,17,4,CASACO COM CAPUZ NOVO 648 CINZA MESCLA GG,0
1,426,7899922804437,644,0,0,COLETE AGATA,0
1,427,7899922804444,644.045.01,45,1,COLETE AGATA 644 P,0
1,428,7899922804451,644.045.02,45,2,COLETE AGATA 644 M,0
1,429,7899922804468,644.045.03,45,3,COLETE AGATA 644 G,0
1,430,7899922804475,644.045.04,45,4,COLETE AGATA 644 GG,0
1,431,7899922804482,644.002.01,2,1,COLETE AGATA 644 PRETO P,0
1,432,7899922804499,644.002.02,2,2,COLETE AGATA 644 PRETO M,0
1,433,7899922804505,644.002.03,2,3,COLETE AGATA 644 PRETO G,0
1,434,7899922804512,644.002.04,2,4,COLETE AGATA 644 PRETO GG,0
1,435,7899922804529,644.004.01,4,1,COLETE AGATA 644 CREME P,0
